order_id,product,purchase_time,day_of_week,quantity,price,store_id
275605,Flat White,2025-01-01 12:04:00,Wednesday,2,3.3,5
386171,Americano,2025-01-01 15:42:00,Wednesday,2,5.74,3
437643,Chai Latte,2025-01-01 15:44:00,Wednesday,3,4.98,1
505334,Latte,2025-01-01 09:19:00,Wednesday,3,4.22,2
365770,Flat White,2025-01-01 14:06:00,Wednesday,4,7.0,5
552623,Mocha,2025-01-01 08:38:00,Wednesday,1,6.59,1
516615,Mocha,2025-01-01 08:01:00,Wednesday,1,3.23,2
630903,Chai Latte,2025-01-01 15:45:00,Wednesday,2,5.89,5
936565,Mocha,2025-01-01 14:40:00,Wednesday,1,5.98,4
780008,Mocha,2025-01-01 10:33:00,Wednesday,3,2.65,5
791875,Avocado Toast,2025-01-01 08:20:00,Wednesday,2,5.65,1
231788,Bagel,2025-01-01 14:19:00,Wednesday,2,7.34,1
180159,Flat White,2025-01-01 13:04:00,Wednesday,2,4.05,3
536388,Bagel,2025-01-01 09:10:00,Wednesday,1,5.32,2
991841,Latte,2025-01-01 08:35:00,Wednesday,1,2.69,2
279848,Croissant,2025-01-01 10:29:00,Wednesday,3,6.64,5
496329,Matcha Latte,2025-01-01 09:02:00,Wednesday,3,3.5,1
806900,Mocha,2025-01-01 10:36:00,Wednesday,2,6.98,5
209496,Mocha,2025-01-01 12:31:00,Wednesday,3,7.19,4
624078,Flat White,2025-01-01 12:32:00,Wednesday,3,2.59,5
395018,Espresso,2025-01-01 08:57:00,Wednesday,1,2.59,2
690705,Cold Brew,2025-01-01 12:51:00,Wednesday,2,6.41,3
379482,Espresso,2025-01-01 11:13:00,Wednesday,3,5.87,4
978384,Matcha Latte,2025-01-01 12:22:00,Wednesday,3,5.94,4
346038,Avocado Toast,2025-01-01 09:34:00,Wednesday,2,2.83,1
277937,Cappuccino,2025-01-01 10:08:00,Wednesday,2,3.33,5
895991,Mocha,2025-01-01 10:17:00,Wednesday,2,4.16,5
455311,Flat White,2025-01-01 13:23:00,Wednesday,3,4.2,3
733321,Mocha,2025-01-01 09:55:00,Wednesday,5,6.4,4
677944,Americano,2025-01-01 10:37:00,Wednesday,4,6.35,3
176748,Latte,2025-01-01 15:26:00,Wednesday,2,4.4,2
220260,Americano,2025-01-01 12:21:00,Wednesday,2,5.58,4
677004,Cappuccino,2025-01-01 15:36:00,Wednesday,2,3.62,1
409909,Flat White,2025-01-01 16:23:00,Wednesday,1,5.32,1
390647,Chai Latte,2025-01-01 09:57:00,Wednesday,1,3.04,1
743486,Flat White,2025-01-01 12:00:00,Wednesday,1,5.85,1
966249,Espresso,2025-01-01 16:07:00,Wednesday,2,6.93,1
923669,Mocha,2025-01-01 10:15:00,Wednesday,1,7.44,4
572811,Americano,2025-01-01 09:07:00,Wednesday,2,3.34,2
986066,Americano,2025-01-01 16:47:00,Wednesday,5,3.01,4
958102,Avocado Toast,2025-01-01 12:34:00,Wednesday,2,3.97,3
429734,Bagel,2025-01-01 12:30:00,Wednesday,2,3.0,3
111016,Latte,2025-01-01 12:01:00,Wednesday,2,6.43,3
435807,Bagel,2025-01-01 11:38:00,Wednesday,3,4.75,3
167310,Espresso,2025-01-01 14:04:00,Wednesday,2,7.07,5
362209,Chai Latte,2025-01-01 11:07:00,Wednesday,3,3.58,5
669285,Avocado Toast,2025-01-01 16:57:00,Wednesday,2,6.84,4
371671,Blueberry Muffin,2025-01-01 12:22:00,Wednesday,3,3.42,2
358349,Flat White,2025-01-01 10:12:00,Wednesday,4,4.3,3
569659,Cappuccino,2025-01-01 13:48:00,Wednesday,2,2.95,5
338473,Blueberry Muffin,2025-01-01 13:21:00,Wednesday,2,4.45,3
295887,Latte,2025-01-01 11:20:00,Wednesday,2,4.08,5
450573,Flat White,2025-01-01 12:15:00,Wednesday,3,3.0,5
724912,Croissant,2025-01-01 10:51:00,Wednesday,2,2.96,2
355600,Latte,2025-01-01 14:51:00,Wednesday,4,4.51,3
174361,Matcha Latte,2025-01-01 10:55:00,Wednesday,3,6.15,1
404948,Blueberry Muffin,2025-01-01 12:00:00,Wednesday,3,6.25,3
261669,Chai Latte,2025-01-01 12:30:00,Wednesday,2,3.0,3
797562,Cappuccino,2025-01-01 09:32:00,Wednesday,2,3.37,2
435317,Americano,2025-01-01 17:52:00,Wednesday,1,4.03,5
232434,Croissant,2025-01-01 14:18:00,Wednesday,3,6.97,2
857730,Matcha Latte,2025-01-01 10:58:00,Wednesday,2,2.66,3
804851,Croissant,2025-01-01 10:51:00,Wednesday,2,7.04,2
553653,Americano,2025-01-01 15:19:00,Wednesday,2,5.19,1
800216,Bagel,2025-01-01 09:55:00,Wednesday,1,3.74,1
947514,Blueberry Muffin,2025-01-01 12:28:00,Wednesday,2,4.65,3
992645,Matcha Latte,2025-01-01 10:28:00,Wednesday,2,5.19,1
455120,Espresso,2025-01-01 12:53:00,Wednesday,1,3.36,4
777840,Latte,2025-01-01 09:50:00,Wednesday,2,7.16,5
825303,Latte,2025-01-01 10:03:00,Wednesday,2,4.27,2
245223,Croissant,2025-01-01 13:08:00,Wednesday,1,3.8,3
520565,Espresso,2025-01-01 14:36:00,Wednesday,1,3.36,1
286204,Chai Latte,2025-01-02 12:00:00,Thursday,2,5.14,5
559608,Blueberry Muffin,2025-01-02 11:58:00,Thursday,4,7.15,2
619120,Mocha,2025-01-02 16:20:00,Thursday,3,5.93,2
453319,Bagel,2025-01-02 13:26:00,Thursday,3,5.3,3
150538,Blueberry Muffin,2025-01-02 08:14:00,Thursday,3,7.11,5
486599,Blueberry Muffin,2025-01-02 10:56:00,Thursday,2,3.3,2
826198,Flat White,2025-01-02 14:19:00,Thursday,2,4.0,5
835348,Cold Brew,2025-01-02 17:10:00,Thursday,1,6.01,4
997871,Croissant,2025-01-02 09:05:00,Thursday,4,3.12,5
495520,Matcha Latte,2025-01-02 17:36:00,Thursday,2,3.38,3
697182,Espresso,2025-01-02 09:13:00,Thursday,1,6.1,1
512727,Chai Latte,2025-01-02 08:43:00,Thursday,1,6.09,3
986534,Espresso,2025-01-02 13:32:00,Thursday,1,3.32,1
947190,Matcha Latte,2025-01-02 11:05:00,Thursday,4,3.78,1
187786,Flat White,2025-01-02 11:47:00,Thursday,3,7.3,2
982828,Avocado Toast,2025-01-02 10:39:00,Thursday,1,7.33,1
352696,Chai Latte,2025-01-02 14:54:00,Thursday,2,7.36,4
553951,Avocado Toast,2025-01-02 12:57:00,Thursday,1,4.49,3
752636,Chai Latte,2025-01-02 14:08:00,Thursday,1,7.04,2
729857,Cappuccino,2025-01-02 08:27:00,Thursday,3,5.17,1
391160,Blueberry Muffin,2025-01-02 13:18:00,Thursday,2,3.74,5
654028,Latte,2025-01-02 16:12:00,Thursday,2,4.69,1
735046,Latte,2025-01-02 13:40:00,Thursday,3,3.71,3
398615,Mocha,2025-01-02 10:11:00,Thursday,1,3.24,2
714190,Flat White,2025-01-02 11:19:00,Thursday,1,6.29,4
947935,Avocado Toast,2025-01-02 13:55:00,Thursday,4,6.78,2
614650,Matcha Latte,2025-01-02 14:22:00,Thursday,2,4.6,1
698259,Avocado Toast,2025-01-02 12:13:00,Thursday,1,6.89,2
213392,Flat White,2025-01-02 09:51:00,Thursday,1,7.02,1
883564,Cappuccino,2025-01-02 09:36:00,Thursday,2,2.57,3
859500,Blueberry Muffin,2025-01-02 08:48:00,Thursday,2,7.37,2
491881,Cappuccino,2025-01-02 13:32:00,Thursday,2,5.36,3
810161,Espresso,2025-01-02 11:32:00,Thursday,3,4.28,5
229919,Cold Brew,2025-01-02 15:00:00,Thursday,1,4.71,4
665492,Cold Brew,2025-01-02 14:19:00,Thursday,1,4.5,5
779129,Chai Latte,2025-01-02 12:07:00,Thursday,1,7.09,4
104063,Mocha,2025-01-02 12:35:00,Thursday,1,7.47,5
874441,Bagel,2025-01-02 16:56:00,Thursday,4,6.65,5
584002,Mocha,2025-01-02 10:59:00,Thursday,1,5.5,5
880801,Espresso,2025-01-02 12:59:00,Thursday,6,6.06,3
571217,Bagel,2025-01-02 10:10:00,Thursday,1,5.6,5
651750,Mocha,2025-01-02 09:23:00,Thursday,2,2.52,4
524937,Croissant,2025-01-02 10:27:00,Thursday,2,4.18,5
833482,Croissant,2025-01-02 17:46:00,Thursday,1,6.99,1
359660,Chai Latte,2025-01-02 12:47:00,Thursday,1,5.7,3
526769,Blueberry Muffin,2025-01-02 15:01:00,Thursday,1,6.11,2
516617,Blueberry Muffin,2025-01-02 11:49:00,Thursday,3,6.41,2
954931,Avocado Toast,2025-01-02 13:04:00,Thursday,2,6.38,1
377435,Cold Brew,2025-01-02 12:58:00,Thursday,1,6.49,4
418419,Blueberry Muffin,2025-01-02 15:34:00,Thursday,3,3.26,3
589792,Chai Latte,2025-01-02 12:10:00,Thursday,1,5.05,3
880924,Matcha Latte,2025-01-02 08:06:00,Thursday,2,5.45,1
788750,Cold Brew,2025-01-02 12:04:00,Thursday,3,4.71,2
269478,Matcha Latte,2025-01-02 11:45:00,Thursday,5,5.95,4
389192,Blueberry Muffin,2025-01-02 09:44:00,Thursday,1,5.52,2
348757,Matcha Latte,2025-01-02 11:13:00,Thursday,1,6.93,3
833159,Cappuccino,2025-01-02 12:04:00,Thursday,2,6.65,5
590667,Blueberry Muffin,2025-01-02 10:23:00,Thursday,2,5.06,1
784790,Americano,2025-01-02 12:19:00,Thursday,1,6.18,5
739281,Flat White,2025-01-02 09:22:00,Thursday,1,6.2,4
280735,Matcha Latte,2025-01-02 13:25:00,Thursday,2,4.92,3
850835,Croissant,2025-01-02 10:21:00,Thursday,4,3.61,5
984780,Bagel,2025-01-02 16:15:00,Thursday,3,5.8,5
552739,Espresso,2025-01-02 09:20:00,Thursday,1,7.17,2
299125,Avocado Toast,2025-01-02 11:17:00,Thursday,2,2.86,2
709676,Croissant,2025-01-02 10:28:00,Thursday,5,7.07,2
581706,Croissant,2025-01-02 11:16:00,Thursday,1,5.13,2
850518,Avocado Toast,2025-01-02 11:08:00,Thursday,2,4.7,3
352175,Avocado Toast,2025-01-02 11:25:00,Thursday,2,3.08,2
420335,Bagel,2025-01-02 08:43:00,Thursday,2,2.84,2
616278,Espresso,2025-01-02 17:20:00,Thursday,1,7.14,2
948798,Latte,2025-01-02 11:03:00,Thursday,3,5.49,2
618479,Blueberry Muffin,2025-01-02 09:02:00,Thursday,1,6.02,5
795127,Chai Latte,2025-01-02 12:21:00,Thursday,3,6.69,1
281076,Croissant,2025-01-02 08:44:00,Thursday,3,2.98,4
571664,Mocha,2025-01-02 13:31:00,Thursday,2,4.39,2
959989,Mocha,2025-01-02 15:15:00,Thursday,2,3.92,5
322200,Croissant,2025-01-02 12:24:00,Thursday,4,4.76,3
722454,Cold Brew,2025-01-02 12:31:00,Thursday,1,3.05,2
116160,Cappuccino,2025-01-02 12:02:00,Thursday,2,6.49,4
501759,Cold Brew,2025-01-02 15:56:00,Thursday,1,6.74,3
267843,Mocha,2025-01-02 13:25:00,Thursday,1,6.9,2
131936,Avocado Toast,2025-01-02 14:58:00,Thursday,2,2.58,2
159894,Blueberry Muffin,2025-01-02 11:34:00,Thursday,1,5.32,3
585374,Americano,2025-01-02 14:05:00,Thursday,1,5.76,3
663064,Latte,2025-01-02 13:02:00,Thursday,2,2.8,2
386880,Latte,2025-01-02 10:59:00,Thursday,1,6.4,4
128964,Cappuccino,2025-01-02 09:12:00,Thursday,2,5.0,2
820131,Bagel,2025-01-02 09:17:00,Thursday,3,6.59,2
508632,Blueberry Muffin,2025-01-02 10:28:00,Thursday,1,4.15,3
766483,Flat White,2025-01-02 15:41:00,Thursday,3,3.72,1
926240,Croissant,2025-01-02 14:59:00,Thursday,3,5.45,3
831965,Espresso,2025-01-02 11:38:00,Thursday,1,5.3,5
470385,Latte,2025-01-02 16:57:00,Thursday,1,5.23,5
662461,Mocha,2025-01-02 10:45:00,Thursday,2,4.62,1
879388,Bagel,2025-01-02 09:17:00,Thursday,2,5.55,1
201258,Flat White,2025-01-02 13:11:00,Thursday,2,3.26,2
147087,Espresso,2025-01-02 12:54:00,Thursday,3,2.76,1
625470,Matcha Latte,2025-01-02 10:30:00,Thursday,3,4.35,3
657281,Latte,2025-01-02 14:08:00,Thursday,1,2.67,2
842022,Espresso,2025-01-02 14:48:00,Thursday,1,6.99,4
649988,Latte,2025-01-02 11:47:00,Thursday,1,3.85,3
189952,Avocado Toast,2025-01-02 09:20:00,Thursday,2,4.01,4
373685,Latte,2025-01-02 12:46:00,Thursday,2,4.07,2
498650,Flat White,2025-01-02 10:50:00,Thursday,1,6.53,3
982257,Cappuccino,2025-01-02 12:27:00,Thursday,1,3.73,5
455114,Mocha,2025-01-02 11:21:00,Thursday,1,5.05,4
209773,Croissant,2025-01-02 14:30:00,Thursday,1,3.15,4
854326,Matcha Latte,2025-01-02 17:35:00,Thursday,1,6.72,5
661637,Bagel,2025-01-02 12:33:00,Thursday,1,2.65,3
309688,Bagel,2025-01-02 14:10:00,Thursday,1,4.35,5
529394,Cold Brew,2025-01-02 12:06:00,Thursday,2,4.23,5
415093,Cappuccino,2025-01-02 12:02:00,Thursday,1,6.57,5
412812,Cold Brew,2025-01-02 14:26:00,Thursday,2,4.09,3
884873,Cold Brew,2025-01-02 15:47:00,Thursday,1,5.1,1
255982,Matcha Latte,2025-01-02 15:07:00,Thursday,2,4.09,3
700949,Avocado Toast,2025-01-02 14:20:00,Thursday,3,2.84,3
481855,Chai Latte,2025-01-02 08:29:00,Thursday,4,7.14,4
707091,Cappuccino,2025-01-02 13:59:00,Thursday,2,6.51,2
703564,Matcha Latte,2025-01-03 14:31:00,Friday,3,6.77,3
837061,Avocado Toast,2025-01-03 13:15:00,Friday,1,5.37,3
774759,Cold Brew,2025-01-03 14:51:00,Friday,2,4.35,3
456989,Chai Latte,2025-01-03 09:38:00,Friday,1,5.16,2
362275,Latte,2025-01-03 11:09:00,Friday,3,5.94,5
218238,Americano,2025-01-03 09:58:00,Friday,1,3.42,4
152538,Bagel,2025-01-03 12:39:00,Friday,1,6.56,5
849373,Blueberry Muffin,2025-01-03 11:17:00,Friday,2,3.03,3
698963,Cappuccino,2025-01-03 11:40:00,Friday,1,5.13,1
991947,Cappuccino,2025-01-03 13:50:00,Friday,1,3.59,2
553079,Matcha Latte,2025-01-03 11:55:00,Friday,1,2.61,3
946674,Chai Latte,2025-01-03 12:45:00,Friday,3,3.92,2
346647,Croissant,2025-01-03 11:31:00,Friday,2,4.63,3
297997,Matcha Latte,2025-01-03 11:58:00,Friday,4,6.49,1
311145,Flat White,2025-01-03 12:26:00,Friday,2,2.54,5
639265,Avocado Toast,2025-01-03 12:24:00,Friday,3,6.88,1
634845,Espresso,2025-01-03 14:39:00,Friday,1,6.48,5
468916,Espresso,2025-01-03 13:02:00,Friday,3,6.76,4
413895,Latte,2025-01-03 14:12:00,Friday,1,5.98,1
961787,Matcha Latte,2025-01-03 17:07:00,Friday,1,4.01,3
776381,Avocado Toast,2025-01-03 11:34:00,Friday,2,5.36,5
531422,Flat White,2025-01-03 14:33:00,Friday,3,5.21,5
760566,Espresso,2025-01-03 14:38:00,Friday,2,5.41,4
630912,Flat White,2025-01-03 15:08:00,Friday,4,4.72,2
270887,Matcha Latte,2025-01-03 13:49:00,Friday,2,3.76,1
793683,Espresso,2025-01-03 10:47:00,Friday,2,5.33,3
395231,Espresso,2025-01-03 09:25:00,Friday,1,7.18,1
194404,Cappuccino,2025-01-03 08:59:00,Friday,3,6.73,4
385168,Flat White,2025-01-03 12:29:00,Friday,4,6.48,3
993654,Blueberry Muffin,2025-01-03 13:47:00,Friday,1,4.91,3
942562,Espresso,2025-01-03 11:29:00,Friday,1,3.08,3
255462,Americano,2025-01-03 11:26:00,Friday,1,2.59,2
999556,Flat White,2025-01-03 11:23:00,Friday,2,3.14,3
638746,Espresso,2025-01-03 17:16:00,Friday,2,3.94,4
554560,Bagel,2025-01-03 15:17:00,Friday,2,4.18,4
969920,Mocha,2025-01-03 14:45:00,Friday,2,4.96,4
195815,Bagel,2025-01-03 11:27:00,Friday,2,2.82,2
865633,Americano,2025-01-03 14:14:00,Friday,1,2.63,3
912335,Americano,2025-01-03 12:30:00,Friday,4,7.26,4
296539,Blueberry Muffin,2025-01-03 12:46:00,Friday,4,6.67,1
153343,Espresso,2025-01-03 12:39:00,Friday,2,5.25,5
149319,Espresso,2025-01-03 08:22:00,Friday,3,7.23,1
812054,Bagel,2025-01-03 14:35:00,Friday,1,4.6,1
392294,Flat White,2025-01-03 11:43:00,Friday,1,3.4,1
809683,Avocado Toast,2025-01-03 13:13:00,Friday,3,5.72,4
569020,Cappuccino,2025-01-03 13:42:00,Friday,1,3.97,5
512177,Chai Latte,2025-01-03 11:57:00,Friday,2,3.08,4
505132,Cappuccino,2025-01-03 09:09:00,Friday,3,5.57,2
370123,Americano,2025-01-03 13:33:00,Friday,1,4.58,5
616399,Flat White,2025-01-03 09:55:00,Friday,3,5.67,5
896563,Mocha,2025-01-03 11:50:00,Friday,2,5.62,4
894585,Cappuccino,2025-01-03 10:00:00,Friday,1,7.44,3
159180,Bagel,2025-01-03 10:17:00,Friday,3,5.2,4
983305,Flat White,2025-01-03 12:48:00,Friday,1,3.0,5
840568,Flat White,2025-01-03 12:17:00,Friday,1,3.73,2
304797,Americano,2025-01-03 15:16:00,Friday,3,4.54,5
974979,Latte,2025-01-03 11:34:00,Friday,4,5.54,2
393382,Espresso,2025-01-03 13:17:00,Friday,2,4.9,3
324815,Flat White,2025-01-03 11:31:00,Friday,4,4.99,5
454832,Chai Latte,2025-01-03 15:15:00,Friday,1,3.38,2
708747,Bagel,2025-01-03 17:56:00,Friday,1,5.97,5
628426,Americano,2025-01-03 10:03:00,Friday,2,4.13,2
951395,Blueberry Muffin,2025-01-03 12:48:00,Friday,1,7.44,2
617714,Cold Brew,2025-01-03 10:39:00,Friday,1,4.9,1
246923,Americano,2025-01-03 13:56:00,Friday,2,5.99,2
664999,Cappuccino,2025-01-03 10:40:00,Friday,2,6.65,1
818029,Croissant,2025-01-03 14:11:00,Friday,2,3.08,5
695145,Mocha,2025-01-03 08:32:00,Friday,2,5.8,3
104442,Espresso,2025-01-03 10:20:00,Friday,2,6.37,3
188673,Croissant,2025-01-03 11:14:00,Friday,2,6.22,3
457640,Blueberry Muffin,2025-01-03 14:40:00,Friday,3,3.85,5
227565,Espresso,2025-01-03 10:01:00,Friday,2,4.15,2
907383,Cappuccino,2025-01-03 16:16:00,Friday,2,3.22,5
181133,Latte,2025-01-03 17:22:00,Friday,1,2.96,1
361045,Flat White,2025-01-03 12:20:00,Friday,1,3.85,1
182122,Cold Brew,2025-01-03 12:01:00,Friday,1,3.2,4
855028,Cold Brew,2025-01-03 13:59:00,Friday,4,5.69,2
444794,Cappuccino,2025-01-03 14:43:00,Friday,2,3.87,5
469478,Cold Brew,2025-01-03 10:07:00,Friday,2,7.12,2
384247,Croissant,2025-01-03 13:59:00,Friday,2,4.53,5
653368,Croissant,2025-01-03 15:46:00,Friday,2,4.88,4
512898,Matcha Latte,2025-01-03 10:59:00,Friday,1,4.01,2
675797,Blueberry Muffin,2025-01-03 11:19:00,Friday,1,3.17,5
283654,Matcha Latte,2025-01-03 10:07:00,Friday,3,3.7,4
120956,Flat White,2025-01-03 13:34:00,Friday,3,3.75,3
596221,Matcha Latte,2025-01-03 09:16:00,Friday,2,3.13,1
172430,Bagel,2025-01-03 10:23:00,Friday,2,5.77,5
682470,Cold Brew,2025-01-03 10:34:00,Friday,1,6.72,5
131891,Blueberry Muffin,2025-01-03 11:37:00,Friday,2,5.6,4
263339,Blueberry Muffin,2025-01-03 09:08:00,Friday,1,2.87,5
967008,Americano,2025-01-03 08:43:00,Friday,1,3.58,3
406544,Cold Brew,2025-01-03 13:56:00,Friday,2,3.3,4
223584,Chai Latte,2025-01-03 12:25:00,Friday,5,7.38,2
799273,Flat White,2025-01-03 09:18:00,Friday,2,5.93,5
110169,Latte,2025-01-03 16:34:00,Friday,2,7.1,2
689209,Espresso,2025-01-03 15:47:00,Friday,3,7.21,1
552936,Latte,2025-01-04 10:49:00,Saturday,1,5.49,4
488124,Flat White,2025-01-04 12:59:00,Saturday,1,4.54,5
204004,Chai Latte,2025-01-04 13:03:00,Saturday,1,4.85,1
831239,Blueberry Muffin,2025-01-04 09:45:00,Saturday,2,2.5,1
246354,Cappuccino,2025-01-04 11:37:00,Saturday,2,5.15,3
920957,Matcha Latte,2025-01-04 09:17:00,Saturday,4,7.42,3
959526,Avocado Toast,2025-01-04 12:30:00,Saturday,1,5.99,5
689673,Mocha,2025-01-04 12:06:00,Saturday,2,7.26,2
142549,Cappuccino,2025-01-04 13:49:00,Saturday,1,7.08,3
862605,Espresso,2025-01-04 14:56:00,Saturday,1,4.23,1
535091,Croissant,2025-01-04 15:27:00,Saturday,3,4.38,3
457811,Avocado Toast,2025-01-04 10:52:00,Saturday,1,4.71,2
644206,Blueberry Muffin,2025-01-04 11:39:00,Saturday,1,3.22,3
637965,Blueberry Muffin,2025-01-04 13:07:00,Saturday,2,3.36,4
844936,Cold Brew,2025-01-04 14:48:00,Saturday,2,3.11,5
319376,Latte,2025-01-04 09:30:00,Saturday,1,4.42,2
338870,Espresso,2025-01-04 11:45:00,Saturday,1,3.0,3
357081,Cold Brew,2025-01-04 12:42:00,Saturday,2,6.42,4
487501,Bagel,2025-01-04 11:30:00,Saturday,3,4.96,2
518232,Espresso,2025-01-04 15:28:00,Saturday,4,5.21,5
379400,Chai Latte,2025-01-04 10:59:00,Saturday,1,6.7,2
534757,Latte,2025-01-04 11:24:00,Saturday,2,3.04,1
291853,Blueberry Muffin,2025-01-04 11:04:00,Saturday,1,4.79,4
936628,Blueberry Muffin,2025-01-04 14:32:00,Saturday,2,6.57,2
966149,Americano,2025-01-04 12:33:00,Saturday,1,3.03,3
515810,Latte,2025-01-04 16:29:00,Saturday,4,6.55,2
509775,Matcha Latte,2025-01-04 15:44:00,Saturday,2,7.46,5
543516,Avocado Toast,2025-01-04 16:15:00,Saturday,2,7.04,2
350767,Cold Brew,2025-01-04 15:42:00,Saturday,3,2.88,5
284137,Matcha Latte,2025-01-04 10:10:00,Saturday,3,4.38,1
548187,Matcha Latte,2025-01-04 09:13:00,Saturday,3,3.68,1
299480,Matcha Latte,2025-01-04 10:46:00,Saturday,1,6.0,5
180971,Blueberry Muffin,2025-01-04 15:34:00,Saturday,2,3.74,4
775165,Cappuccino,2025-01-04 15:36:00,Saturday,1,2.74,1
772594,Matcha Latte,2025-01-04 14:06:00,Saturday,3,6.58,1
915116,Matcha Latte,2025-01-04 12:15:00,Saturday,3,2.56,3
858054,Chai Latte,2025-01-04 15:17:00,Saturday,2,4.58,5
841893,Americano,2025-01-04 10:35:00,Saturday,2,6.63,5
625952,Blueberry Muffin,2025-01-04 09:28:00,Saturday,1,6.52,5
514695,Americano,2025-01-04 14:44:00,Saturday,3,5.99,2
391955,Chai Latte,2025-01-04 12:52:00,Saturday,3,4.3,2
393064,Flat White,2025-01-04 14:36:00,Saturday,3,6.72,5
478036,Cappuccino,2025-01-04 14:46:00,Saturday,1,4.18,2
364528,Flat White,2025-01-04 11:16:00,Saturday,4,4.25,3
114122,Croissant,2025-01-04 14:29:00,Saturday,2,3.25,2
306049,Flat White,2025-01-04 09:14:00,Saturday,2,2.85,5
308049,Matcha Latte,2025-01-04 09:39:00,Saturday,2,5.22,2
680821,Croissant,2025-01-04 10:08:00,Saturday,2,4.8,2
180897,Cappuccino,2025-01-04 11:40:00,Saturday,1,3.27,1
525079,Latte,2025-01-04 17:47:00,Saturday,2,4.41,2
235450,Croissant,2025-01-04 15:38:00,Saturday,2,5.86,5
352935,Cappuccino,2025-01-04 12:59:00,Saturday,1,6.75,2
793904,Flat White,2025-01-04 11:12:00,Saturday,2,6.09,4
979332,Cold Brew,2025-01-04 12:47:00,Saturday,2,3.39,3
464611,Bagel,2025-01-04 16:09:00,Saturday,4,4.96,3
967542,Cappuccino,2025-01-04 12:32:00,Saturday,2,3.99,4
939427,Latte,2025-01-04 11:18:00,Saturday,3,6.55,5
490733,Cappuccino,2025-01-04 12:39:00,Saturday,1,6.27,3
154593,Croissant,2025-01-04 14:03:00,Saturday,3,6.64,3
238798,Americano,2025-01-04 10:51:00,Saturday,2,7.28,1
556437,Cappuccino,2025-01-04 14:54:00,Saturday,3,5.67,2
628728,Bagel,2025-01-04 09:13:00,Saturday,1,5.04,1
959079,Bagel,2025-01-04 11:13:00,Saturday,1,7.24,5
851042,Americano,2025-01-04 14:52:00,Saturday,3,5.39,1
947897,Bagel,2025-01-04 09:07:00,Saturday,1,3.51,5
605445,Espresso,2025-01-04 11:42:00,Saturday,1,5.22,2
769446,Flat White,2025-01-04 08:02:00,Saturday,3,3.34,5
996832,Matcha Latte,2025-01-04 14:14:00,Saturday,3,4.55,3
541651,Avocado Toast,2025-01-04 12:42:00,Saturday,1,4.49,4
971394,Cappuccino,2025-01-04 12:42:00,Saturday,2,6.67,2
575980,Matcha Latte,2025-01-04 15:01:00,Saturday,2,6.27,4
962869,Mocha,2025-01-04 13:25:00,Saturday,2,6.15,3
180859,Mocha,2025-01-04 15:06:00,Saturday,1,5.89,1
